id,server,except_server,activityId,activityGroup,activityExclude,,isopen,area,acType,seType,startTimeType,startTime,endTime,appearTime,disappearTime,effectiveTime,levelVis,vipVis,conditionVis,conditionNum,serverLimit,playerLimit,reissue,plate,channelType,channel,integral,,,,,,,,,,
1596,"[[1,9999999999]]",,131,,,夺宝转盘-20郭嘉 - Vòng Quay Đoạt Bảo - Quách Gia 20,1,2,134,134,1,2026/03/28  5/00/00,2026/03/31  5/00/00,2026/03/28  5/00/00,2026/03/31  5/00/00,,31,0,,,168,0,2,0,,,,,,,,,,,,,
39,"[[1,9999999999]]",,12,,,沙盘演武双倍 - Diễn Võ Sa Bàn (X2),1,2,6,106,1,2026/03/28  5/00/00,2026/03/30  5/00/00,2026/03/28  5/00/00,2026/03/30  5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,"[[1,9999999999]]",,176,,,累积充值-魏国 - Quà Tích Nạp ( Nguỵ Quốc),1,2,9,1,1,2026/03/30  5/00/00,2026/04/06  5/00/00,2026/03/30  5/00/00,2026/04/06  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1076,"[[1,9999999999]]",,230,,,补给特惠-杨修 - Ưu đãi trợ cấp (Dương Tu),1,2,111,111,1,2026/03/30  5/00/00,2026/04/01  5/00/00,2026/03/30  5/00/00,2026/04/01  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1100,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1069,"[[1,9999999999]]",,256,,,每周特卖（魏国）- Ưu đãi hàng tuần (Nguỵ Quốc),1,2,111,111,1,2026/03/30  5/00/00,2026/04/06  5/00/00,2026/03/30  5/00/00,2026/04/06  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1077,"[[1,9999999999]]",,136,,,巅峰之星-杨修 - Siêu Sao (Dương Tu),1,2,1,1,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1078,"[[1,9999999999]]",,53,,,唯才是举 - Duy Tài Thị Cử,1,2,1,1,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1079,"[[1,9999999999]]",,57,,,铜雀令兑换 - Đổi Lệnh Đồng Tước,1,2,2,1,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1225,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu Đãi Thần Thú,1,2,111,111,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
1224,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1223,"[[1,9999999999]]",,356,,,武魂星盘-谋士 - Tinh Bàn Võ Hồn - Mưu Sĩ,1,2,140,140,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
153,"[[1,9999999999]]",,46,,,魏武之赐 - Ngụy Vũ Chi Tứ,1,2,1,1,1,2026/03/30  5/00/00,2026/04/06  5/00/00,2026/03/30  5/00/00,2026/04/06  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
166,"[[1,9999999999]]",,16,,,华容道双倍 - Hoa Dung Đạo (X2),1,2,6,106,1,2026/03/30  5/00/00,2026/03/31  5/00/00,2026/03/30  5/00/00,2026/03/31  5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
1044,"[[1,9999999999]]",,245,,,专属特卖 - Đặc Bán Trang Bị Chuyên Dụng,1,2,111,111,1,2026/03/30  5/00/00,2026/04/02  5/00/00,2026/03/30  5/00/00,2026/04/02  5/00/00,,100,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
334,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1497,"[[1,9999999999]]",,296,,,坐骑特惠-苍狼 - Ưu Đãi Tọa Kỵ - Thương Lang,1,2,111,111,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
2094,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2095,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2099,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1839,"[[1,9999999999]]",,3502,,,限时神将-司马懿 - Thần Tướng Hạn Thời - Tư Mã Ý (SSR+),1,1,103,103,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2097,"[[1,9999999999]]",,3503,,,限时神将-周瑜 - Chu Du (SSR+),1,1,103,103,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1197,"[[1,9999999999]]",,3508,,,限时神将-凌统返场 - Thần Tướng Hạn Thời (Lăng Thống tái xuất),1,1,103,103,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
4055,"[[1,9999999999]]",,146,,,名将豪礼 - Danh tướng hào lễ (nguỵ),0,2,111,111,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
167,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/03/31  5/00/00,2026/04/01  5/00/00,2026/03/31  5/00/00,2026/04/01  5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
2100,"[[1,9999999999]]",,266,,,至尊豪礼（万能神将令） - Hào Lễ Chí Tôn (Lệnh Thần Tướng Vạn Năng),1,2,111,111,1,2026/03/31  5/00/00,2026/04/03  5/00/00,2026/03/31  5/00/00,2026/04/03  5/00/00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/04/01  5/00/00,2026/04/02  5/00/00,2026/04/01  5/00/00,2026/04/02  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,"[[1,9999999999]]",,2167,,,兵法研习 - Binh Pháp Nghiên Tập,1,2,159,159,1,2026/04/02 5/00/00,2026/04/04 5/00/00,2026/04/02 5/00/00,2026/04/04 5/00/00,,55,0,,,168,0,2,0,,,,,,,,,,,,,
2101,"[[1,9999999999]]",,306,,,名将特惠 - Ưu Đãi Danh Tướng,1,2,111,111,1,2026/04/02 5/00/00,2026/04/04 5/00/00,2026/04/02 5/00/00,2026/04/04 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
484,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu Đãi Chí Bảo,1,2,111,111,1,2026/04/02 5/00/00,2026/04/05 5/00/00,2026/04/02 5/00/00,2026/04/05 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
136,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/04/02 5/00/00,2026/04/06 5/00/00,2026/04/02 5/00/00,2026/04/06 5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,"[[1,9999999999]]",,7601,,,绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,164,164,1,2026/04/03  5/00/00,2026/04/06  5/00/00,2026/04/03  5/00/00,2026/04/06  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1658,"[[1,9999999999]]",,7507,,,绝世无双-20左慈 - Tuyệt Thế Vô Song - Tả Từ 20,1,1,146,146,1,2026/04/03  5/00/00,2026/04/06  5/00/00,2026/04/03  5/00/00,2026/04/06  5/00/00,,10,0,,,168,0,1,0,,,1,,,,,,,,,,
1660,"[[1,9999999999]]",,310,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/04/03  5/00/00,2026/04/06  5/00/00,2026/04/03  5/00/00,2026/04/06  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3695,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/04/03  5/00/00,2026/04/06  5/00/00,2026/04/03  5/00/00,2026/04/06  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
400,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢） - Đăng Nhập Có Quà (Cuồng Hoan Cuối Tuần),1,2,1,1,1,2026/04/03  5/00/00,2026/04/06  5/00/00,2026/04/03  5/00/00,2026/04/06  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,"[[1,9999999999]]",,131,,,夺宝转盘-20左慈 - Vòng Quay Đoạt Bảo - Tả Từ 20,1,2,134,134,1,2026/04/04  5/00/00,2026/04/07  5/00/00,2026/04/04  5/00/00,2026/04/07  5/00/00,,31,0,,,168,0,2,0,,,,,,,,,,,,,
465,"[[1,9999999999]]",,12,,,沙盘演武双倍 - Diễn Võ Sa Bàn (X2),1,2,6,106,1,2026/04/04  5/00/00,2026/04/06  5/00/00,2026/04/04  5/00/00,2026/04/06  5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,"[[1,9999999999]]",,169,,,累积充值-蜀国 - Nạp Tích Lũy (Nước Thục),1,2,9,1,1,2026/04/06 5/00/00,2026/04/13 5/00/00,2026/04/06 5/00/00,2026/04/13 5/00/00,,10,0,,,336,0,1,0,,,,,,,,,,,,,
1230,"[[1,9999999999]]",,240,,,补给特惠-水镜 - Ưu Đãi Tiếp Tế - Thủy Kính,1,2,111,111,1,2026/04/06 5/00/00,2026/04/08 5/00/00,2026/04/06 5/00/00,2026/04/08 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1234,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/04/06 5/00/00,2026/04/09 5/00/00,2026/04/06 5/00/00,2026/04/09 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1227,"[[1,9999999999]]",,259,,,每周特卖-蜀国 - Đặc Bán Hàng Tuần - Thục Quốc,1,2,111,111,1,2026/04/06 5/00/00,2026/04/13 5/00/00,2026/04/06 5/00/00,2026/04/13 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1235,"[[1,9999999999]]",,63,,,巅峰之星-水镜 - Ngôi Sao Đỉnh Cao - Thủy Kính,1,2,1,1,1,2026/04/06 5/00/00,2026/04/09 5/00/00,2026/04/06 5/00/00,2026/04/09 5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1236,"[[1,9999999999]]",,52,,,兴复汉室 - Hưng Phục Hán Thất,1,2,1,1,1,2026/04/06 5/00/00,2026/04/09 5/00/00,2026/04/06 5/00/00,2026/04/09 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1237,"[[1,9999999999]]",,56,,,龙纹锦兑换 - Đổi Cẩm Long Văn,1,2,2,1,1,2026/04/06 5/00/00,2026/04/09 5/00/00,2026/04/06 5/00/00,2026/04/09 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1266,"[[1,9999999999]]",,194,,,武魂星盘-三合一 - Tinh Bàn Võ Hồn - Tam Hợp Nhất,1,2,140,140,1,2026/04/06 5/00/00,2026/04/09 5/00/00,2026/04/06 5/00/00,2026/04/09 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1241,"[[1,9999999999]]",,45,,,天府献礼-水镜 - Thiên Phủ Hiến Lễ - Thủy Kính,1,2,1,1,1,2026/04/06 5/00/00,2026/04/13 5/00/00,2026/04/06 5/00/00,2026/04/13 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
143,"[[1,9999999999]]",,16,,,华容道双倍 - Hoa Dung Đạo (X2),1,2,6,106,1,2026/04/06 5/00/00,2026/04/07 5/00/00,2026/04/06 5/00/00,2026/04/07 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1233,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,26,0,,,312,0,1,0,,,,,,,,,,,,,
1611,"[[1,9999999999]]",,308,,,坐骑特惠-奔宵 - Ưu Đãi Tọa Kỵ - Bôn Tiêu,1,2,111,111,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,85,0,,,312,0,1,0,,,,,,,,,,,,,
2233,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2234,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,0,0,1,0,,,,,,,,,,,,,
2238,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1343,"[[1,9999999999]]",,3504,,,限时神将-孙策 - Thần Tướng Hạn Thời - Tôn Sách (SSR+),1,1,103,103,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1967,"[[1,9999999999]]",,3506,,,限时神将-弓吕布 - Thần Tướng Hạn Thời (Lữ Bố Cung),1,1,103,103,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1419,"[[1,9999999999]]",,3512,,,限时神将-关羽 - Quan Vũ (SSR+),1,1,103,103,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1247,"[[1,9999999999]]",,266,,,至尊豪礼（万能神将令） - Hào Lễ Chí Tôn (Lệnh Thần Tướng Vạn Năng),1,2,111,111,1,2026/04/07 5/00/00,2026/04/10 5/00/00,2026/04/07 5/00/00,2026/04/10 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
189,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/04/07 5/00/00,2026/04/08 5/00/00,2026/04/07 5/00/00,2026/04/08 5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,"[[1,9999999999]]",,2003,,,诸葛亮神魂石 - Thạch Thần Hồn Gia Cát Lượng,1,2,99,111,1,2026/04/08 5/00/00,2026/04/11 5/00/00,2026/04/08 5/00/00,2026/04/11 5/00/00,,55,0,,,168,0,1,0,,,,,,,,,,,,,
1240,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/04/08 5/00/00,2026/04/09 5/00/00,2026/04/08 5/00/00,2026/04/09 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu Đãi Chí Bảo,1,2,111,111,1,2026/04/09 5/00/00,2026/04/12 5/00/00,2026/04/09 5/00/00,2026/04/12 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1785,"[[1,9999999999]]",,321,,,大乔16升18直购 - Mua trực tiếp Đại Kiều 16 lên 18,1,2,99,111,1,2026/04/09 5/00/00,2026/04/13 5/00/00,2026/04/09 5/00/00,2026/04/13 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2643,"[[1,9999999999]]",,2021,,,孟获16升18直购 - Mua trực tiếp Mạnh Hoạch 16 lên 18,1,2,99,111,1,2026/04/09 5/00/00,2026/04/13 5/00/00,2026/04/09 5/00/00,2026/04/13 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1242,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/04/09 5/00/00,2026/04/13 5/00/00,2026/04/09 5/00/00,2026/04/13 5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,"[[1,9999999999]]",,7602,,,绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,164,164,1,2026/04/10 5/00/00,2026/04/13 5/00/00,2026/04/10 5/00/00,2026/04/13 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1365,"[[1,9999999999]]",,7504,,,绝世无双-20董卓 - Tuyệt Thế Vô Song - 20 Đổng Trác,1,1,146,146,1,2026/04/10 5/00/00,2026/04/13 5/00/00,2026/04/10 5/00/00,2026/04/13 5/00/00,,10,0,,,168,0,1,0,,,1,,,,,,,,,,
1783,"[[1,9999999999]]",,319,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/04/10 5/00/00,2026/04/13 5/00/00,2026/04/10 5/00/00,2026/04/13 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
423,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢） - Đăng Nhập Có Quà (Cuồng Hoan Cuối Tuần),1,2,1,1,1,2026/04/10 5/00/00,2026/04/13 5/00/00,2026/04/10 5/00/00,2026/04/13 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,"[[1,9999999999]]",,131,,,夺宝转盘-20刘备 - Vòng Quay Đoạt Bảo - Lưu Bị 20,1,2,134,134,1,2026/04/11 5/00/00,2026/04/14 5/00/00,2026/04/11 5/00/00,2026/04/14 5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
1244,"[[1,9999999999]]",,12,,,沙盘演武双倍 - Diễn Võ Sa Bàn (X2),1,2,6,106,1,2026/04/11 5/00/00,2026/04/13 5/00/00,2026/04/11 5/00/00,2026/04/13 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,"[[1,9999999999]]",,161,,,累积充值（吴国） - Nạp Tích Lũy (Ngô Quốc) (Cam Ninh + Tiểu Kiều 8 Mốc),1,2,9,1,1,2026/04/13 5/00/00,2026/04/20 5/00/00,2026/04/13 5/00/00,2026/04/20 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1028,"[[1,9999999999]]",,227,,,补给特惠-鲁肃 - Ưu Đãi Tiếp Tế - Lỗ Túc,1,2,111,111,1,2026/04/13 5/00/00,2026/04/15 5/00/00,2026/04/13 5/00/00,2026/04/15 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1027,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1029,"[[1,9999999999]]",,250,,,每周特卖-吴国 - Đặc Bán Hàng Tuần - Ngô Quốc,1,2,111,111,1,2026/04/13 5/00/00,2026/04/20 5/00/00,2026/04/13 5/00/00,2026/04/20 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1032,"[[1,9999999999]]",,172,,,巅峰之星-鲁肃 - Siêu Sao (Lỗ Túc),1,2,1,1,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1033,"[[1,9999999999]]",,54,,,虎踞江东 - Hổ Cứ Giang Đông,1,2,1,1,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1034,"[[1,9999999999]]",,58,,,霸王鼎兑换 - Đổi Đỉnh Bá Vương,1,2,2,1,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1045,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu Đãi Thần Thú,1,2,111,111,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
1046,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1047,"[[1,9999999999]]",,355,,,武魂星盘-重骑 - Tinh Bàn Võ Hồn - Kỵ Binh Hạng Nặng,1,2,140,140,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
4057,"[[1,9999999999]]",,80105,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn,1,1,167,167,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn
1093,"[[1,9999999999]]",,245,,,专属特卖 - Đặc Bán Trang Bị Chuyên Dụng,1,2,111,111,1,2026/04/13 5/00/00,2026/04/16 5/00/00,2026/04/13 5/00/00,2026/04/16 5/00/00,,100,0,,,168,0,1,0,,,,,,,,,,,,,
1038,"[[1,9999999999]]",,47,,,江东丰产-鲁肃 - Giang Đông Phong Sản - Lỗ Túc,1,2,1,1,1,2026/04/13 5/00/00,2026/04/20 5/00/00,2026/04/13 5/00/00,2026/04/20 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
188,"[[1,9999999999]]",,16,,,华容道双倍 - Hoa Dung Đạo (X2),1,2,6,106,1,2026/04/13 5/00/00,2026/04/14 5/00/00,2026/04/13 5/00/00,2026/04/14 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1026,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1681,"[[1,9999999999]]",,312,,,坐骑特惠-扶翼 - Ưu Đãi Tọa Kỵ - Phù Dực,1,2,111,111,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
2362,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2363,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,10,0,,,0,0,1,0,,,,,,,,,,,,,
1636,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2236,"[[1,9999999999]]",,3509,,,限时神将-夏侯渊 - Thần Tướng Hạn Thời (Hạ Hầu Uyên SSR+),1,1,103,103,1,2026/04/14 5/00/00,2026/04/17 5/00/00,2026/04/14 5/00/00,2026/04/17 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
